,artista,cancion,tipo,nombre_album,total_tracks,año_lanzamiento
45,Jung Kook,My You,track,My You,1,2022-06-13
46,BLACKPINK,Pink Venom,track,Pink Venom,1,2022-08-19
47,Bette Midler,One Way or Another (Hocus Pocus 2 Version),track,Hocus Pocus 2 (Original Soundtrack),28,2022-09-30
48,Chase Matthew,Love You Again,track,Love You Again,1,2022-12-09
49,Lil Durk,Mad Max,track,Lil Durk Presents: Loyal Bros 2,23,2022-12-16
50,Taylor Swift,"You're On Your Own, Kid",track,Midnights (3am Edition),20,2022-10-22
51,The Lumineers,WHERE WE ARE,track,BRIGHTSIDE,9,2022-01-14
52,Ski Mask The Slump God,OOGA BOOGA!,track,OOGA BOOGA!,1,2022-10-25
53,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),track,Bad Memories (feat. Elley Duhé & FAST BOY),1,2022-07-22
54,Lady Gaga,Hold My Hand,track,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",1,2022-05-03
55,Big Thief,Change,track,Dragon New Warm Mountain I Believe In You,20,2022-02-11
56,d4vd,Dirty Secrets,track,Dirty Secrets,1,2022-04-27
57,ENHYPEN,Future Perfect (Pass the MIC),track,MANIFESTO : DAY 1,6,2022-07-04
58,Huey Mack,Carry Me Home (feat. Charles Wesley Godwin),track,The Cozy Bar,14,2022-10-21
59,Fireboy DML,Peru,track,Playboy,14,2022-08-04
60,Post Malone,Waiting For Never,track,Twelve Carat Toothache (Deluxe),16,2022-06-07
61,Drake,A Keeper,track,"Honestly, Nevermind",14,2022-06-17
62,Izzamuzzic,Shootout,track,Shootout,1,2022-06-30
63,Yuridia,¿Y Qué Tal Si Funciona?,track,Pa' Luego Es Tarde,14,2022-10-20
64,Connor Price,Chatter,track,Chatter,1,2022-12-02
65,Fujii Kaze,Matsuri,track,LOVE ALL SERVE ALL,11,2022-03-23
66,Tyga,Freaky Deaky,track,Freaky Deaky,1,2022-02-25
67,beabadoobee,10:36,track,Beatopia,14,2022-07-15
68,Josh Ross,First Taste of Gone,track,First Taste of Gone,1,2022-02-11
69,BLACKPINK,Shut Down,track,BORN PINK,8,2022-09-16
70,Rauw Alejandro,LOKERA,track,LOKERA,1,2022-07-25
71,Conan Gray,Yours,track,Superache,12,2022-06-24
72,Fireboy DML,Bandana,track,Playboy,14,2022-08-04
73,Oxlade,KU LO SA - A COLORS SHOW,track,KU LO SA - A COLORS SHOW,1,2022-06-10
74,Taylor Swift,Bejeweled,track,Midnights (3am Edition),20,2022-10-22
75,Río Roma,Tú Me Gustas,track,Tú Me Gustas,1,2022-03-04
76,Ashley Cooke,never til now,track,Already Drank That Beer,9,2022-04-01
77,Memphis May Fire,Make Believe,track,Make Believe,7,2022-02-18
78,Muscadine Bloodline,Dyin' For a Livin',track,Dispatch to 16th Ave.,9,2022-02-04
79,The Maine,Loved You A Little (with Taking Back Sunday and Charlotte Sands),track,Loved You A Little (with Taking Back Sunday and Charlotte Sands),1,2022-01-20
80,Tom Odell,Best Day Of My Life,track,Best Day of My Life,12,2022-10-28
81,Kidd G,People Talk,track,People Talk,1,2022-04-15
82,Cordae,Super,track,From a Birds Eye View,14,2022-01-14
83,Post Malone,Wasting Angels (with The Kid LAROI),track,Twelve Carat Toothache,14,2022-06-03
84,Stray Kids,"TASTE (Lee Know, Hyunjin, Felix)",track,MAXIDENT,8,2022-10-07
85,Beyoncé,MOVE (feat. Grace Jones & Tems),track,RENAISSANCE,16,2022-07-29
86,GRAHAM,Mad It's My Fault,track,Mad It's My Fault,1,2022-07-08
87,Chase Matthew,Can't Hide Love,track,Born for This,12,2022-02-11
88,Benson Boone,Work of Art,track,Walk Me Home...,8,2022-07-29
89,Dylan Schneider,Ain't Missin' You,track,Ain't Missin' You,1,2022-09-16
90,LE SSERAFIM,ANTIFRAGILE,track,ANTIFRAGILE,5,2022-10-17
91,Porter Robinson,Everything Goes On,track,Everything Goes On,1,2022-07-14
92,LE SSERAFIM,Good Parts (when the quality is bad but I am),track,ANTIFRAGILE,5,2022-10-17
93,Cults,Gilded Lily - Sped Up,track,Offering,13,2022-10-26
94,Punctual,Do It All Again,track,Do It All Again,1,2022-02-11
95,Jung Kook,My You,track,My You,1,2022-06-13
96,BLACKPINK,Pink Venom,track,Pink Venom,1,2022-08-19
97,Bette Midler,One Way or Another (Hocus Pocus 2 Version),track,Hocus Pocus 2 (Original Soundtrack),28,2022-09-30
98,Chase Matthew,Love You Again,track,Love You Again,1,2022-12-09
99,Lil Durk,Mad Max,track,Lil Durk Presents: Loyal Bros 2,23,2022-12-16
100,Taylor Swift,"You're On Your Own, Kid",track,Midnights (3am Edition),20,2022-10-22
101,The Lumineers,WHERE WE ARE,track,BRIGHTSIDE,9,2022-01-14
102,Ski Mask The Slump God,OOGA BOOGA!,track,OOGA BOOGA!,1,2022-10-25
103,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),track,Bad Memories (feat. Elley Duhé & FAST BOY),1,2022-07-22
104,Lady Gaga,Hold My Hand,track,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",1,2022-05-03
105,Big Thief,Change,track,Dragon New Warm Mountain I Believe In You,20,2022-02-11
106,d4vd,Dirty Secrets,track,Dirty Secrets,1,2022-04-27
107,ENHYPEN,Future Perfect (Pass the MIC),track,MANIFESTO : DAY 1,6,2022-07-04
108,Huey Mack,Carry Me Home (feat. Charles Wesley Godwin),track,The Cozy Bar,14,2022-10-21
109,Fireboy DML,Peru,track,Playboy,14,2022-08-04
110,Post Malone,Waiting For Never,track,Twelve Carat Toothache (Deluxe),16,2022-06-07
111,Drake,A Keeper,track,"Honestly, Nevermind",14,2022-06-17
112,Izzamuzzic,Shootout,track,Shootout,1,2022-06-30
113,Yuridia,¿Y Qué Tal Si Funciona?,track,Pa' Luego Es Tarde,14,2022-10-20
114,Connor Price,Chatter,track,Chatter,1,2022-12-02
115,Fujii Kaze,Matsuri,track,LOVE ALL SERVE ALL,11,2022-03-23
116,Tyga,Freaky Deaky,track,Freaky Deaky,1,2022-02-25
117,beabadoobee,10:36,track,Beatopia,14,2022-07-15
118,Josh Ross,First Taste of Gone,track,First Taste of Gone,1,2022-02-11
119,BLACKPINK,Shut Down,track,BORN PINK,8,2022-09-16
120,Rauw Alejandro,LOKERA,track,LOKERA,1,2022-07-25
121,Conan Gray,Yours,track,Superache,12,2022-06-24
122,Fireboy DML,Bandana,track,Playboy,14,2022-08-04
123,Oxlade,KU LO SA - A COLORS SHOW,track,KU LO SA - A COLORS SHOW,1,2022-06-10
124,Taylor Swift,Bejeweled,track,Midnights (3am Edition),20,2022-10-22
125,Río Roma,Tú Me Gustas,track,Tú Me Gustas,1,2022-03-04
126,Ashley Cooke,never til now,track,Already Drank That Beer,9,2022-04-01
127,Memphis May Fire,Make Believe,track,Make Believe,7,2022-02-18
128,Muscadine Bloodline,Dyin' For a Livin',track,Dispatch to 16th Ave.,9,2022-02-04
129,The Maine,Loved You A Little (with Taking Back Sunday and Charlotte Sands),track,Loved You A Little (with Taking Back Sunday and Charlotte Sands),1,2022-01-20
130,Tom Odell,Best Day Of My Life,track,Best Day of My Life,12,2022-10-28
131,Kidd G,People Talk,track,People Talk,1,2022-04-15
132,Cordae,Super,track,From a Birds Eye View,14,2022-01-14
133,Post Malone,Wasting Angels (with The Kid LAROI),track,Twelve Carat Toothache,14,2022-06-03
134,Stray Kids,"TASTE (Lee Know, Hyunjin, Felix)",track,MAXIDENT,8,2022-10-07
135,Beyoncé,MOVE (feat. Grace Jones & Tems),track,RENAISSANCE,16,2022-07-29
136,GRAHAM,Mad It's My Fault,track,Mad It's My Fault,1,2022-07-08
137,Chase Matthew,Can't Hide Love,track,Born for This,12,2022-02-11
138,Benson Boone,Work of Art,track,Walk Me Home...,8,2022-07-29
139,Dylan Schneider,Ain't Missin' You,track,Ain't Missin' You,1,2022-09-16
140,LE SSERAFIM,ANTIFRAGILE,track,ANTIFRAGILE,5,2022-10-17
141,Porter Robinson,Everything Goes On,track,Everything Goes On,1,2022-07-14
142,LE SSERAFIM,Good Parts (when the quality is bad but I am),track,ANTIFRAGILE,5,2022-10-17
143,Cults,Gilded Lily - Sped Up,track,Offering,13,2022-10-26
144,Punctual,Do It All Again,track,Do It All Again,1,2022-02-11
145,Jung Kook,My You,track,My You,1,2022-06-13
146,BLACKPINK,Pink Venom,track,Pink Venom,1,2022-08-19
147,Bette Midler,One Way or Another (Hocus Pocus 2 Version),track,Hocus Pocus 2 (Original Soundtrack),28,2022-09-30
148,Chase Matthew,Love You Again,track,Love You Again,1,2022-12-09
149,Lil Durk,Mad Max,track,Lil Durk Presents: Loyal Bros 2,23,2022-12-16
150,Taylor Swift,"You're On Your Own, Kid",track,Midnights (3am Edition),20,2022-10-22
151,The Lumineers,WHERE WE ARE,track,BRIGHTSIDE,9,2022-01-14
152,Ski Mask The Slump God,OOGA BOOGA!,track,OOGA BOOGA!,1,2022-10-25
153,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),track,Bad Memories (feat. Elley Duhé & FAST BOY),1,2022-07-22
154,Lady Gaga,Hold My Hand,track,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",1,2022-05-03
155,Big Thief,Change,track,Dragon New Warm Mountain I Believe In You,20,2022-02-11
156,d4vd,Dirty Secrets,track,Dirty Secrets,1,2022-04-27
157,ENHYPEN,Future Perfect (Pass the MIC),track,MANIFESTO : DAY 1,6,2022-07-04
158,Huey Mack,Carry Me Home (feat. Charles Wesley Godwin),track,The Cozy Bar,14,2022-10-21
159,Fireboy DML,Peru,track,Playboy,14,2022-08-04
160,Post Malone,Waiting For Never,track,Twelve Carat Toothache (Deluxe),16,2022-06-07
161,Drake,A Keeper,track,"Honestly, Nevermind",14,2022-06-17
162,Izzamuzzic,Shootout,track,Shootout,1,2022-06-30
163,Yuridia,¿Y Qué Tal Si Funciona?,track,Pa' Luego Es Tarde,14,2022-10-20
164,Connor Price,Chatter,track,Chatter,1,2022-12-02
165,Fujii Kaze,Matsuri,track,LOVE ALL SERVE ALL,11,2022-03-23
166,Tyga,Freaky Deaky,track,Freaky Deaky,1,2022-02-25
167,beabadoobee,10:36,track,Beatopia,14,2022-07-15
168,Josh Ross,First Taste of Gone,track,First Taste of Gone,1,2022-02-11
169,BLACKPINK,Shut Down,track,BORN PINK,8,2022-09-16
170,Rauw Alejandro,LOKERA,track,LOKERA,1,2022-07-25
171,Conan Gray,Yours,track,Superache,12,2022-06-24
172,Fireboy DML,Bandana,track,Playboy,14,2022-08-04
173,Oxlade,KU LO SA - A COLORS SHOW,track,KU LO SA - A COLORS SHOW,1,2022-06-10
174,Taylor Swift,Bejeweled,track,Midnights (3am Edition),20,2022-10-22
175,Río Roma,Tú Me Gustas,track,Tú Me Gustas,1,2022-03-04
176,Ashley Cooke,never til now,track,Already Drank That Beer,9,2022-04-01
177,Memphis May Fire,Make Believe,track,Make Believe,7,2022-02-18
178,Muscadine Bloodline,Dyin' For a Livin',track,Dispatch to 16th Ave.,9,2022-02-04
179,The Maine,Loved You A Little (with Taking Back Sunday and Charlotte Sands),track,Loved You A Little (with Taking Back Sunday and Charlotte Sands),1,2022-01-20
180,Tom Odell,Best Day Of My Life,track,Best Day of My Life,12,2022-10-28
181,Kidd G,People Talk,track,People Talk,1,2022-04-15
182,Cordae,Super,track,From a Birds Eye View,14,2022-01-14
183,Post Malone,Wasting Angels (with The Kid LAROI),track,Twelve Carat Toothache,14,2022-06-03
184,Stray Kids,"TASTE (Lee Know, Hyunjin, Felix)",track,MAXIDENT,8,2022-10-07
185,Beyoncé,MOVE (feat. Grace Jones & Tems),track,RENAISSANCE,16,2022-07-29
186,GRAHAM,Mad It's My Fault,track,Mad It's My Fault,1,2022-07-08
187,Chase Matthew,Can't Hide Love,track,Born for This,12,2022-02-11
188,Benson Boone,Work of Art,track,Walk Me Home...,8,2022-07-29
189,Dylan Schneider,Ain't Missin' You,track,Ain't Missin' You,1,2022-09-16
190,LE SSERAFIM,ANTIFRAGILE,track,ANTIFRAGILE,5,2022-10-17
191,Porter Robinson,Everything Goes On,track,Everything Goes On,1,2022-07-14
192,LE SSERAFIM,Good Parts (when the quality is bad but I am),track,ANTIFRAGILE,5,2022-10-17
193,Cults,Gilded Lily - Sped Up,track,Offering,13,2022-10-26
194,Punctual,Do It All Again,track,Do It All Again,1,2022-02-11
195,Jung Kook,My You,track,My You,1,2022-06-13
196,BLACKPINK,Pink Venom,track,Pink Venom,1,2022-08-19
197,Bette Midler,One Way or Another (Hocus Pocus 2 Version),track,Hocus Pocus 2 (Original Soundtrack),28,2022-09-30
198,Chase Matthew,Love You Again,track,Love You Again,1,2022-12-09
199,Lil Durk,Mad Max,track,Lil Durk Presents: Loyal Bros 2,23,2022-12-16
200,Taylor Swift,"You're On Your Own, Kid",track,Midnights (3am Edition),20,2022-10-22
201,The Lumineers,WHERE WE ARE,track,BRIGHTSIDE,9,2022-01-14
202,Ski Mask The Slump God,OOGA BOOGA!,track,OOGA BOOGA!,1,2022-10-25
203,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),track,Bad Memories (feat. Elley Duhé & FAST BOY),1,2022-07-22
204,Lady Gaga,Hold My Hand,track,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",1,2022-05-03
205,Big Thief,Change,track,Dragon New Warm Mountain I Believe In You,20,2022-02-11
206,d4vd,Dirty Secrets,track,Dirty Secrets,1,2022-04-27
207,ENHYPEN,Future Perfect (Pass the MIC),track,MANIFESTO : DAY 1,6,2022-07-04
208,Huey Mack,Carry Me Home (feat. Charles Wesley Godwin),track,The Cozy Bar,14,2022-10-21
209,Fireboy DML,Peru,track,Playboy,14,2022-08-04
210,Post Malone,Waiting For Never,track,Twelve Carat Toothache (Deluxe),16,2022-06-07
211,Drake,A Keeper,track,"Honestly, Nevermind",14,2022-06-17
212,Izzamuzzic,Shootout,track,Shootout,1,2022-06-30
213,Yuridia,¿Y Qué Tal Si Funciona?,track,Pa' Luego Es Tarde,14,2022-10-20
214,Connor Price,Chatter,track,Chatter,1,2022-12-02
