,artista,cancion,tipo,nombre_album,total_tracks,año_lanzamiento
343,Joey Valence & Brae,DROP!!,track,PUNK TACTICS,14,2023-09-08
344,YUNGBLUD,Hated,track,Hated,1,2023-08-24
345,Disturbed,Bad Man,track,Divisive,10,2023-11-17
346,The National,Once Upon A Poolside (feat. Sufjan Stevens),track,First Two Pages of Frankenstein,11,2023-04-28
347,ネクライトーキー,bloom,track,bloom,1,2023-11-18
348,Gorillaz,Tarantula,track,Cracker Island,10,2023-02-24
349,Fall Out Boy,The Kintsugi Kid (Ten Years),track,So Much (For) Stardust,14,2023-03-24
350,Fall Out Boy,Flu Game,track,So Much (For) Stardust,14,2023-03-24
351,Imagine Dragons,Demons - Live in Vegas,track,Imagine Dragons Live in Vegas,23,2023-07-28
352,Chase Rice,Way Down Yonder,track,I Hate Cowboys & All Dogs Go To Hell,14,2023-05-18
353,Chris Janson,All I Need Is You,track,All I Need Is You,1,2023-01-27
354,Phil Wickham,Creator,track,I Believe,14,2023-08-18
355,Phillip Phillips,Dancing With Your Shadows,track,Drift Back,10,2023-06-09
356,Elle King,Lucky,track,Come Get Your Wife,13,2023-01-27
357,Ghost,Phantom Of The Opera,track,Phantom Of The Opera,2,2023-05-16
358,Midrift,it still feels real to me,track,Dissociated,3,2023-02-03
359,Dylan Scott,I'll Be A Bartender,track,I'll Be A Bartender,5,2023-10-06
360,The Elovaters,Come And Get It,track,Endless Summer,14,2023-07-28
361,Dirty Heads,Constellation (feat. Jackson Wetherbee from The Elovaters),track,Midnight Control (Deluxe),23,2023-07-14
362,The Cardigans,Step On Me - Sped Up Version,track,Step On Me (Sped Up Version),2,2023-03-30
363,Matthew West,Me on Your Mind,track,My Story Your Glory,22,2023-02-17
364,Thirty Seconds To Mars,Seasons,track,Seasons,4,2023-08-15
365,Phil Wickham,Isn't He Good,track,I Believe,14,2023-08-18
366,Beach House,Holiday House,track,Become,5,2023-04-28
367,Måneskin,GASOLINE,track,RUSH!,17,2023-01-20
368,Sophie Powers,Nosebleed,track,Nosebleed,1,2023-03-31
369,Sufjan Stevens,Will Anybody Ever Love Me?,track,Javelin,10,2023-10-06
370,Fall Out Boy,So Good Right Now,track,So Much (For) Stardust,14,2023-03-24
371,Metallica,Inamorata,track,72 Seasons,12,2023-04-14
372,Ray Smith,Right Behind You Baby - Remastered 2022,track,Sun Records Originals: Right Behind You Baby,20,2023-03-03
373,Hitsujibungaku,more than words,track,12 hugs (like butterflies),12,2023-12-06
374,Thirty Seconds To Mars,Seasons,track,It’s The End Of The World But It’s A Beautiful Day,11,2023-09-15
375,Ray Bull,Name Something Better,track,Easy Way To Lose,6,2023-10-27
376,Switchfoot,Twenty-Four (Tyler Joseph from Twenty One Pilots Version),track,The Beautiful Letdown (Our Version) [Deluxe Edition],25,2023-09-15
377,✝✝✝ (Crosses),Invisible Hand,track,"Goodnight, God Bless, I Love U, Delete.",15,2023-10-13
378,Iration,Daytrippin,track,Daytrippin,10,2023-10-06
379,Feist,Hiding Out In The Open,track,Multitudes,12,2023-04-14
380,Joey Valence & Brae,DELINQUENT (TEEN TITAN),track,PUNK TACTICS,14,2023-09-08
381,From Ashes to New,Hate Me Too,track,Blackout,12,2023-07-28
382,feeble little horse,Paces,track,Girl with Fish,11,2023-06-09
383,The Afters,God Is With Us,track,God Is With Us,1,2023-08-11
384,The Rolling Stones,Angry,track,Angry,1,2023-09-06
385,Self Deception,PSYCHO,track,You Are Only As Sick As Your Secrets,11,2023-02-24
386,Jimmy Buffett,Bubbles Up,track,Like My Dog / My Gummie Just Kicked In / Bubbles Up,3,2023-09-08
387,The Beaches,Kismet,track,Blame My Ex,10,2023-09-15
388,From Ashes to New,Nightmare,track,Nightmare,1,2023-02-03
389,Midrift,Need,track,Need,1,2023-10-31
390,NEEDTOBREATHE,Fall On Me (Maverick City Music Version),track,Fall On Me (Maverick City Music Version),2,2023-11-16
391,Florence + The Machine,Just A Girl - From The Original Series “Yellowjackets”,track,Just A Girl (From The Original Series “Yellowjackets”),1,2023-03-09
392,Jason Isbell and the 400 Unit,Cast Iron Skillet,track,Weathervanes,13,2023-06-09
393,Walk off the Earth,My Stupid Heart,track,Stand By You,12,2023-08-18
394,The National,Tropic Morning News,track,First Two Pages of Frankenstein,11,2023-04-28
395,Fog Lake,Play Dead,track,Midnight Society,10,2023-05-19
396,NEEDTOBREATHE,Wasting Time (feat. Old Dominion),track,CAVES,11,2023-09-15
397,Daisy Jones & The Six,Aurora,track,AURORA,11,2023-03-02
398,Greta Van Fleet,The Indigo Streak,track,Starcatcher,10,2023-07-21
399,Palehound,Eye On The Bat,track,Eye On The Bat,10,2023-07-14
400,Shane & Shane,You've Already Won - Live,track,"Psalms, Hymns, and Spiritual Songs (Live)",10,2023-03-17
401,Måneskin,DON'T WANNA SLEEP,track,RUSH!,17,2023-01-20
402,Walker Hayes,Stetson,track,New Money,8,2023-09-29
403,Walk off the Earth,My Stupid Heart (with Lauv),track,My Stupid Heart (with Lauv),1,2023-03-03
404,Milky Chance,Purple Tiger,track,Living In A Haze,12,2023-06-09
405,Greta Van Fleet,Fate Of The Faithful,track,Starcatcher,10,2023-07-21
406,Metallica,Sleepwalk My Life Away,track,72 Seasons,12,2023-04-14
407,Old Dominion,Ain't Got a Worry,track,Memory Lane,18,2023-10-06
408,Common Kings,Queen Majesty,track,CELEBRATION,12,2023-08-25
409,Tame Impala,Journey To The Real World,track,Barbie The Album,17,2023-07-21
410,Green Day,Burnout,track,Dookie - 30th Anniversary Deluxe Edition,65,2023-08-17
411,Florence + The Machine,Mermaids,track,Dance Fever (Complete Edition),18,2023-04-21
412,Lauren Daigle,Kaleidoscope Jesus,track,Lauren Daigle,23,2023-09-08
413,Greta Van Fleet,Waited All Your Life,track,Starcatcher,10,2023-07-21
414,Dorothy,Down To The Bottom,track,Through The Years,9,2023-10-09
415,We Are Messengers,God Be The Glory,track,God Be The Glory,1,2023-10-20
416,Betcha,Jaded,track,Placebo,14,2023-08-25
417,Bastille,Pompeii MMXXIII,track,Pompeii MMXXIII,1,2023-09-01
418,Joey Valence & Brae,GUMDROP,track,PUNK TACTICS,14,2023-09-08
419,Gorillaz,Skinny Ape,track,Cracker Island,10,2023-02-24
420,P.O.D.,AFRAID TO DIE (feat. Tatiana Shmayluk from Jinjer),track,AFRAID TO DIE,2,2023-11-30
421,Dominic Fike,Dancing In The Courthouse,track,Dancing In The Courthouse,1,2023-04-14
422,Rawayana,Hora Loca,track,Hora Loca,1,2023-09-20
423,Linkin Park,Somewhere I Belong,track,Meteora 20th Anniversary Edition,89,2023-04-07
424,Sam Hunt,Came The Closest,track,Came The Closest,1,2023-10-20
425,Daft Punk,Infinity Repeating (2013 Demo) [feat. Julian Casablancas+The Voidz],track,Infinity Repeating (2013 Demo) [feat. Julian Casablancas+The Voidz],1,2023-05-11
426,The Beatles,Lady Madonna - 2015 Mix,track,The Beatles 1967 – 1970 (2023 Edition),37,2023-11-10
427,Russell Dickerson,Ride The Wave,track,Three Months Two Streets Down,5,2023-06-27
428,Elle King,Love Go By,track,Come Get Your Wife,13,2023-01-27
429,Linkin Park,Lying from You,track,Meteora 20th Anniversary Edition,89,2023-04-07
430,Foo Fighters,Rescued,track,Rescued,1,2023-04-19
431,Old Dominion,I Should Have Married You,track,Memory Lane,18,2023-10-06
432,DECO*27,デビルじゃないもん,track,デビルじゃないもん,3,2023-01-14
433,100 gecs,The Most Wanted Person In The United States,track,"10,000 gecs",10,2023-03-17
434,Alific,Flowness,track,Write It On The Wall,14,2023-03-23
435,Capital Kings,Antidote,track,Antidote,1,2023-10-13
436,The Blasters,Dark Night,track,Mandatory: The Best Of The Blasters,21,2023-11-03
437,Ghost,We Don’t Need Another Hero,track,Phantomime,5,2023-05-19
438,Train,I Know (feat. Tenille Townes & Bryce Vine),track,I Know (feat. Tenille Townes & Bryce Vine),1,2023-06-23
439,Greta Van Fleet,Runway Blues,track,Starcatcher,10,2023-07-21
440,Natalie Grant,You Will Be Found,track,Seasons,10,2023-10-06
441,The Beatles,From Me To You - 2023 Mix,track,The Beatles 1962 – 1966 (2023 Edition),38,2023-11-10
442,HEALTH,HATEFUL [Feat. SIERRA],track,RAT WARS,12,2023-12-07
443,Rawayana,Incomprendido,track,Incomprendido,1,2023-11-03
444,Foo Fighters,Under You,track,Under You,1,2023-05-17
445,Metallica,You Must Burn!,track,72 Seasons,12,2023-04-14
446,for KING & COUNTRY,What Are We Waiting For? (The Single),track,What Are We Waiting For? +,17,2023-09-15
447,Rawayana,911,track,¿Quién trae las cornetas?,22,2023-09-21
448,Circa Waves,Do You Wanna Talk,track,Never Going Under,11,2023-01-13
449,Linkin Park,Breaking the Habit,track,Meteora 20th Anniversary Edition,89,2023-04-07
450,Sam Hunt,Walmart,track,Walmart,1,2023-02-10
451,Disturbed,Divisive,track,Divisive,10,2023-11-17
452,The Strokes,Modern Girls & Old Fashion Men - Reptilia B-Side,track,The Singles - Volume 01,21,2023-02-24
453,Living Colour,Cult of Personality (Remastered 2023),track,Cult of Personality (Remastered 2023),1,2023-11-24
454,Hollywood Undead,Evil,track,Hotel Kalifornia (Deluxe Version),20,2023-04-28
455,Matchbox Twenty,Don't Get Me Wrong,track,Where The Light Goes,12,2023-05-26
456,The National,Laugh Track (feat. Phoebe Bridgers),track,Laugh Track,12,2023-09-18
457,Local Natives,NYE [Feat. Suki Waterhouse],track,NYE [Feat. Suki Waterhouse],2,2023-08-04
458,Foo Fighters,Nothing At All,track,But Here We Are,10,2023-06-02
459,for KING & COUNTRY,Love Me Like I Am,track,What Are We Waiting For? +,17,2023-09-15
460,Jason Aldean,Highway Desperado,track,Highway Desperado,14,2023-11-03
461,All Time Low,Calm Down,track,Tell Me I'm Alive,13,2023-03-17
462,PinocchioP,God-ish,track,META,12,2023-05-17
463,Brothers Osborne,Might As Well Be Me,track,Nobody's Nobody,3,2023-04-07
464,The Beatles,Now And Then,track,The Beatles 1967 – 1970 (2023 Edition),37,2023-11-10
465,lovelytheband,nice to know you,track,nice to know you,1,2023-11-03
466,blink-182,CUT ME OFF,track,ONE MORE TIME...,19,2023-10-27
467,blink-182,ANTHEM PART 3,track,ONE MORE TIME...,19,2023-10-27
468,Corey Taylor,Beyond,track,CMF2,13,2023-09-15
469,Royel Otis,Letter From Roy,track,Sofa Kings,7,2023-03-31
470,Linkin Park,Don't Stay,track,Meteora 20th Anniversary Edition,89,2023-04-07
471,Sufjan Stevens,So You Are Tired,track,Javelin,10,2023-10-06
472,From Ashes to New,Monster In Me,track,Blackout,12,2023-07-28
473,Cold War Kids,Run Away With Me,track,Cold War Kids,12,2023-11-03
474,All Time Low,The Sound of Letting Go,track,Tell Me I'm Alive,13,2023-03-17
475,blink-182,DANCE WITH ME,track,ONE MORE TIME...,19,2023-10-27
476,Daisy Jones & The Six,Look At Us Now (Honeycomb),track,Look At Us Now (Honeycomb),3,2023-02-15
477,Petey,I'll Wait,track,USA,12,2023-09-22
478,blink-182,MORE THAN YOU KNOW,track,ONE MORE TIME...,19,2023-10-27
479,Jason Aldean,Knew You’d Come Around,track,Highway Desperado,14,2023-11-03
480,PinocchioP,Anonymous M,track,META,12,2023-05-17
481,Tame Impala,Wings Of Time - From the Motion Picture Dungeons & Dragons: Honor Among Thieves,track,Wings Of Time (From the Motion Picture Dungeons & Dragons: Honor Among Thieves),1,2023-03-10
482,feeble little horse,Steamroller,track,Girl with Fish,11,2023-06-09
483,Imagine Dragons,Thunder - Live in Vegas,track,Imagine Dragons Live in Vegas,23,2023-07-28
484,Dominic Fike,Ant Pile,track,Ant Pile,2,2023-05-26
485,Phil Wickham,Praise The Lord,track,I Believe,14,2023-08-18
486,SadGirl,Little Queenie (2023 Remastered Version),track,Deluxe Edition,15,2023-11-03
487,Jason Aldean,I’m Over You,track,Highway Desperado,14,2023-11-03
488,HARRY WAS HERE,die.,track,stuck. run. sink. die.,4,2023-08-04
489,Goth Babe,Alone in the Mountains,track,Alone in the Mountains,1,2023-04-21
490,Flyte,Tough Love,track,Flyte,11,2023-10-27
491,Skillet,Crossfire,track,Dominion: Day of Destiny,17,2023-02-17
492,BABYMETAL,Divine Attack - Shingeki -,track,THE OTHER ONE,10,2023-03-24
493,BABYMETAL,METAL KINGDOM,track,THE OTHER ONE,10,2023-03-24
494,Papa Roach,Cut The Line (feat. Beartooth),track,Ego Trip (Deluxe),20,2023-03-17
495,Chase Rice,Bench Seat,track,I Hate Cowboys & All Dogs Go To Hell,14,2023-05-18
496,HIMALAYAS,From Hell to Here,track,From Hell to Here,12,2023-05-12
497,OFFICIAL HIGE DANDISM,White Noise,track,White Noise,1,2023-01-11
498,Rawayana,Nada Malo,track,¿Quién trae las cornetas?,22,2023-09-21
499,Chase Rice,Oklahoma (feat. Southall),track,I Hate Cowboys & All Dogs Go To Hell,14,2023-05-18
