,artista,cancion,tipo,nombre_album,total_tracks,año_lanzamiento
490,LE SSERAFIM,ANTIFRAGILE,track,ANTIFRAGILE,5,2022-10-17
491,Porter Robinson,Everything Goes On,track,Everything Goes On,1,2022-07-14
492,LE SSERAFIM,Good Parts (when the quality is bad but I am),track,ANTIFRAGILE,5,2022-10-17
493,Cults,Gilded Lily - Sped Up,track,Offering,13,2022-10-26
494,Punctual,Do It All Again,track,Do It All Again,1,2022-02-11
495,Jung Kook,My You,track,My You,1,2022-06-13
496,BLACKPINK,Pink Venom,track,Pink Venom,1,2022-08-19
497,Bette Midler,One Way or Another (Hocus Pocus 2 Version),track,Hocus Pocus 2 (Original Soundtrack),28,2022-09-30
498,Chase Matthew,Love You Again,track,Love You Again,1,2022-12-09
499,Lil Durk,Mad Max,track,Lil Durk Presents: Loyal Bros 2,23,2022-12-16
